,ETH/USDT,ETH/USDT,ETH/USDT,ETH/USDT,ETH/USDT
,open,high,low,close,volume
timestamps,,,,,
2023-03-10 00:45:00,1426.88,1427.72,1421.36,1425.9,7716.1084
2023-03-10 01:00:00,1425.9,1429.48,1417.21,1422.56,19821.2795
2023-03-10 01:15:00,1422.57,1426.18,1409.23,1424.24,30488.7711
2023-03-10 01:30:00,1424.23,1431.31,1423.09,1428.28,12807.6943
2023-03-10 01:45:00,1428.27,1432.96,1428.0,1429.74,7082.5537
2023-03-10 02:00:00,1429.74,1433.67,1428.0,1432.62,7164.9629
2023-03-10 02:15:00,1432.62,1432.62,1425.41,1425.49,6540.3234
2023-03-10 02:30:00,1425.48,1429.7,1425.0,1427.3,4783.0193
2023-03-10 02:45:00,1427.31,1428.3,1425.23,1425.76,3093.4743
2023-03-10 03:00:00,1425.75,1426.49,1422.03,1426.35,5365.6947
2023-03-10 03:15:00,1426.36,1430.81,1425.76,1428.0,3771.766
2023-03-10 03:30:00,1428.01,1430.0,1427.21,1429.32,3180.7692
2023-03-10 03:45:00,1429.33,1429.73,1426.28,1426.34,3085.5771
2023-03-10 04:00:00,1426.35,1426.7,1419.04,1423.94,8742.6801
2023-03-10 04:15:00,1423.94,1425.34,1417.0,1420.48,9378.8843
2023-03-10 04:30:00,1420.47,1420.48,1413.69,1417.75,10552.1796
2023-03-10 04:45:00,1417.75,1418.47,1412.21,1415.51,6549.6117
2023-03-10 05:00:00,1415.52,1417.86,1410.71,1413.76,4960.8672
2023-03-10 05:15:00,1413.76,1418.97,1412.86,1417.28,4599.5767
2023-03-10 05:30:00,1417.29,1423.53,1417.13,1420.78,7006.2335
2023-03-10 05:45:00,1420.78,1422.18,1419.59,1420.08,3746.4966
2023-03-10 06:00:00,1420.09,1421.94,1415.51,1415.74,4795.1163
2023-03-10 06:15:00,1415.73,1417.54,1414.36,1416.0,4602.7356
2023-03-10 06:30:00,1416.0,1418.45,1408.89,1412.06,16042.518
2023-03-10 06:45:00,1412.06,1412.29,1403.78,1406.57,9634.3699
2023-03-10 07:00:00,1406.56,1408.94,1392.27,1397.59,24497.7291
2023-03-10 07:15:00,1397.58,1407.69,1391.56,1405.82,15828.4039
2023-03-10 07:30:00,1405.82,1413.87,1405.15,1407.87,10624.5028
2023-03-10 07:45:00,1407.87,1412.84,1407.86,1412.27,7512.6212
2023-03-10 08:00:00,1412.27,1413.0,1408.68,1409.1,4311.3273
2023-03-10 08:15:00,1409.09,1409.89,1406.78,1409.83,2378.7271
2023-03-10 08:30:00,1409.84,1409.84,1403.75,1403.85,3992.4463
2023-03-10 08:45:00,1403.85,1409.09,1403.33,1407.42,4229.3362
2023-03-10 09:00:00,1407.41,1407.84,1403.87,1404.53,4510.0201
2023-03-10 09:15:00,1404.53,1407.0,1401.76,1405.39,4856.1244
2023-03-10 09:30:00,1405.38,1406.0,1396.78,1397.33,9711.9438
2023-03-10 09:45:00,1397.34,1402.98,1396.31,1396.88,8539.3798
2023-03-10 10:00:00,1396.89,1402.85,1393.26,1396.31,11422.7539
2023-03-10 10:15:00,1396.3,1396.86,1383.33,1385.68,18356.7863
2023-03-10 10:30:00,1385.68,1390.91,1368.39,1375.66,38172.723
2023-03-10 10:45:00,1375.66,1382.74,1369.85,1379.56,19708.978
2023-03-10 11:00:00,1379.55,1387.49,1379.34,1385.87,10754.4378
2023-03-10 11:15:00,1385.87,1385.88,1375.7,1380.99,11804.9683
2023-03-10 11:30:00,1380.98,1383.42,1373.97,1376.84,8421.8361
2023-03-10 11:45:00,1376.84,1388.8,1376.7,1384.6,9375.2541
2023-03-10 12:00:00,1384.61,1386.49,1383.66,1384.11,4387.7592
2023-03-10 12:15:00,1384.1,1400.72,1384.1,1395.03,18376.5523
2023-03-10 12:30:00,1395.03,1395.59,1388.46,1392.55,6968.1252
2023-03-10 12:45:00,1392.54,1400.0,1392.23,1396.08,7663.7829
2023-03-10 13:00:00,1396.07,1397.9,1393.26,1393.89,6486.9409
2023-03-10 13:15:00,1393.89,1398.0,1392.29,1394.77,7440.4016
2023-03-10 13:30:00,1394.77,1426.51,1394.33,1419.29,51863.7674
2023-03-10 13:45:00,1419.29,1434.68,1418.17,1424.63,24342.5572
2023-03-10 14:00:00,1424.64,1425.05,1400.56,1401.54,17296.608
2023-03-10 14:15:00,1401.53,1411.64,1393.4,1410.07,14835.8933
2023-03-10 14:30:00,1410.07,1414.49,1389.03,1389.55,14982.9896
2023-03-10 14:45:00,1389.55,1403.4,1382.0,1401.23,21686.0495
2023-03-10 15:00:00,1401.24,1409.85,1399.12,1399.65,14252.1552
2023-03-10 15:15:00,1399.65,1404.41,1397.02,1403.83,8485.9731
2023-03-10 15:30:00,1403.83,1411.81,1403.39,1405.53,9795.0046
2023-03-10 15:45:00,1405.53,1420.39,1404.06,1417.03,11172.7619
2023-03-10 16:00:00,1417.03,1418.03,1412.31,1412.32,5820.1648
2023-03-10 16:15:00,1412.32,1426.67,1410.0,1425.67,10066.0458
2023-03-10 16:30:00,1425.66,1439.43,1419.98,1421.26,23537.2886
2023-03-10 16:45:00,1421.26,1422.16,1413.14,1414.99,8111.5327
2023-03-10 17:00:00,1414.99,1415.8,1400.48,1406.75,9184.3076
2023-03-10 17:15:00,1406.75,1410.09,1399.99,1406.29,9803.5285
2023-03-10 17:30:00,1406.28,1413.77,1405.0,1410.91,5992.5102
2023-03-10 17:45:00,1410.92,1419.4,1405.7,1407.41,7457.6482
2023-03-10 18:00:00,1407.42,1415.25,1406.62,1411.0,6507.0339
2023-03-10 18:15:00,1411.01,1411.01,1403.39,1406.54,9610.8159
2023-03-10 18:30:00,1406.53,1409.57,1402.52,1408.7,3540.3589
2023-03-10 18:45:00,1408.69,1411.29,1401.97,1403.85,4865.8919
2023-03-10 19:00:00,1403.85,1418.03,1403.62,1413.53,6709.4897
2023-03-10 19:15:00,1413.52,1414.7,1410.01,1411.15,3250.0169
2023-03-10 19:30:00,1411.15,1417.98,1410.98,1416.14,3999.5151
2023-03-10 19:45:00,1416.14,1426.24,1415.76,1423.5,5297.9231
2023-03-10 20:00:00,1423.49,1427.5,1419.34,1423.66,4713.7654
2023-03-10 20:15:00,1423.66,1425.47,1417.25,1421.1,3792.7622
2023-03-10 20:30:00,1421.09,1422.8,1415.07,1416.14,3510.8412
2023-03-10 20:45:00,1416.15,1419.89,1416.01,1417.93,3028.4324
2023-03-10 21:00:00,1417.94,1418.09,1413.46,1414.15,4107.5423
2023-03-10 21:15:00,1414.15,1414.16,1406.46,1413.28,7261.9686
2023-03-10 21:30:00,1413.28,1416.74,1407.03,1411.78,9470.3699
2023-03-10 21:45:00,1411.78,1428.52,1407.99,1424.61,18142.9489
2023-03-10 22:00:00,1424.6,1429.51,1419.91,1426.11,11128.1244
2023-03-10 22:15:00,1426.1,1426.7,1419.32,1422.35,8454.358
2023-03-10 22:30:00,1422.36,1424.81,1418.45,1418.82,9346.8351
2023-03-10 22:45:00,1418.83,1428.88,1416.27,1424.15,8367.4396
2023-03-10 23:00:00,1424.15,1433.45,1422.73,1430.16,10617.1881
2023-03-10 23:15:00,1430.17,1432.84,1427.0,1428.34,8031.9619
2023-03-10 23:30:00,1428.34,1431.36,1428.13,1430.56,4803.8298
2023-03-10 23:45:00,1430.56,1432.93,1423.33,1426.44,8042.0356
2023-03-11 00:00:00,1426.43,1430.44,1425.35,1427.01,6713.8114
2023-03-11 00:15:00,1427.01,1436.93,1424.57,1434.03,8487.8771
2023-03-11 00:30:00,1434.04,1434.68,1427.9,1429.6,14780.258
2023-03-11 00:45:00,1429.6,1441.98,1428.12,1435.57,24193.7366
2023-03-11 01:00:00,1435.57,1448.74,1435.54,1445.57,17942.5625
2023-03-11 01:15:00,1445.58,1449.45,1440.67,1444.94,14249.2575
2023-03-11 01:30:00,1444.94,1469.0,1444.69,1464.65,32031.7544
2023-03-11 01:45:00,1464.65,1476.0,1455.13,1466.24,30029.6878
2023-03-11 02:00:00,1466.24,1473.25,1459.96,1460.58,28190.6318
2023-03-11 02:15:00,1460.57,1465.0,1457.47,1461.52,28452.2814
2023-03-11 02:30:00,1461.52,1469.32,1458.08,1464.51,20563.5568
2023-03-11 02:45:00,1464.52,1467.31,1460.49,1464.84,22219.845
2023-03-11 03:00:00,1464.84,1465.54,1454.49,1458.52,29610.5128
2023-03-11 03:15:00,1458.53,1461.0,1453.14,1454.85,15294.9334
2023-03-11 03:30:00,1454.85,1458.94,1453.87,1456.61,17396.1681
2023-03-11 03:45:00,1456.61,1461.0,1455.23,1458.31,19981.3103
2023-03-11 04:00:00,1458.32,1460.06,1447.56,1451.77,25598.8739
2023-03-11 04:15:00,1451.77,1459.56,1451.34,1458.03,20946.705
2023-03-11 04:30:00,1458.02,1461.0,1457.2,1457.2,17707.9829
2023-03-11 04:45:00,1457.2,1462.74,1456.72,1460.33,13569.0264
2023-03-11 05:00:00,1460.34,1466.91,1456.88,1463.62,16203.6685
2023-03-11 05:15:00,1463.61,1465.67,1461.51,1465.02,15762.595
2023-03-11 05:30:00,1465.02,1466.45,1463.0,1463.03,12490.122
2023-03-11 05:45:00,1463.04,1465.31,1462.01,1462.17,6419.0805
2023-03-11 06:00:00,1462.17,1462.97,1458.05,1458.58,8693.2975
2023-03-11 06:15:00,1458.59,1459.97,1454.03,1454.3,8641.5325
2023-03-11 06:30:00,1454.29,1456.55,1446.8,1454.29,18409.8302
2023-03-11 06:45:00,1454.29,1460.1,1452.44,1457.19,26108.4967
2023-03-11 07:00:00,1457.2,1463.0,1455.41,1455.82,23892.8676
2023-03-11 07:15:00,1455.83,1459.61,1450.11,1457.22,21008.7686
2023-03-11 07:30:00,1457.23,1458.76,1427.79,1430.96,41730.9266
2023-03-11 07:45:00,1430.97,1440.32,1414.15,1416.65,28086.4775
2023-03-11 08:00:00,1416.66,1421.9,1408.4,1416.55,28061.4173
2023-03-11 08:15:00,1416.55,1429.11,1415.75,1421.81,18912.2542
2023-03-11 08:30:00,1421.81,1450.06,1421.53,1448.87,23815.0725
2023-03-11 08:45:00,1448.66,1450.51,1433.99,1434.26,24531.7442
2023-03-11 09:00:00,1434.26,1441.0,1431.82,1438.57,16804.3971
2023-03-11 09:15:00,1438.58,1438.94,1430.66,1434.01,12305.9016
2023-03-11 09:30:00,1434.01,1436.26,1425.23,1431.65,13909.2201
2023-03-11 09:45:00,1431.64,1439.71,1430.57,1434.86,17124.7312
2023-03-11 10:00:00,1434.86,1435.85,1433.31,1433.67,11725.0226
2023-03-11 10:15:00,1433.66,1438.45,1432.86,1436.21,9890.0329
2023-03-11 10:30:00,1436.2,1436.21,1428.93,1435.83,15836.0613
2023-03-11 10:45:00,1435.82,1435.9,1425.28,1426.22,17700.033
2023-03-11 11:00:00,1426.21,1430.53,1423.44,1428.29,19510.4818
2023-03-11 11:15:00,1428.29,1430.07,1424.45,1426.48,23183.5067
2023-03-11 11:30:00,1426.49,1427.4,1416.57,1421.81,31741.1795
2023-03-11 11:45:00,1421.81,1428.49,1419.43,1427.1,11912.1398
2023-03-11 12:00:00,1427.1,1429.99,1425.76,1425.76,9646.5638
2023-03-11 12:15:00,1425.76,1434.28,1425.55,1432.28,12539.3781
2023-03-11 12:30:00,1432.27,1433.38,1429.1,1429.76,8695.3198
2023-03-11 12:45:00,1429.75,1429.76,1426.01,1426.26,6090.8826
2023-03-11 13:00:00,1426.25,1433.31,1426.11,1430.88,7785.5996
2023-03-11 13:15:00,1430.88,1435.9,1428.13,1432.49,8539.0159
2023-03-11 13:30:00,1432.48,1433.93,1429.75,1431.2,4069.7753
2023-03-11 13:45:00,1431.19,1434.15,1427.17,1429.29,4526.4576
2023-03-11 14:00:00,1429.3,1432.44,1427.54,1429.13,7115.0867
2023-03-11 14:15:00,1429.14,1432.34,1428.0,1431.57,5133.5086
2023-03-11 14:30:00,1431.58,1436.0,1431.26,1435.36,13302.177
2023-03-11 14:45:00,1435.35,1435.99,1430.41,1432.44,10069.0879
2023-03-11 15:00:00,1432.45,1436.0,1429.78,1431.0,10881.8399
2023-03-11 15:15:00,1431.01,1434.15,1430.73,1432.38,4003.3232
2023-03-11 15:30:00,1432.38,1432.91,1429.04,1431.89,4719.0383
2023-03-11 15:45:00,1431.89,1432.68,1426.11,1428.01,7967.7919
2023-03-11 16:00:00,1428.0,1431.31,1422.32,1426.69,12532.2265
2023-03-11 16:15:00,1426.68,1428.55,1423.75,1424.84,7778.8575
2023-03-11 16:30:00,1424.83,1429.33,1424.11,1428.69,12956.491
2023-03-11 16:45:00,1428.69,1433.38,1428.36,1431.93,8271.1481
2023-03-11 17:00:00,1431.94,1438.23,1430.26,1435.76,10608.5047
2023-03-11 17:15:00,1435.77,1442.23,1435.46,1441.51,13019.1983
2023-03-11 17:30:00,1441.51,1447.33,1438.99,1445.59,9496.6239
2023-03-11 17:45:00,1445.6,1455.97,1442.29,1449.43,29206.8931
2023-03-11 18:00:00,1449.44,1453.69,1445.71,1445.79,12588.3505
2023-03-11 18:15:00,1445.79,1457.04,1445.64,1451.88,11812.1519
2023-03-11 18:30:00,1451.88,1456.77,1449.8,1451.34,16917.7983
2023-03-11 18:45:00,1451.33,1452.99,1448.32,1448.59,7493.8148
2023-03-11 19:00:00,1448.59,1452.19,1443.96,1445.85,10820.0458
2023-03-11 19:15:00,1445.86,1449.84,1443.87,1448.7,4738.885
2023-03-11 19:30:00,1448.7,1448.81,1445.08,1447.21,6422.5832
2023-03-11 19:45:00,1447.22,1451.06,1447.13,1449.22,5702.0159
2023-03-11 20:00:00,1449.22,1454.04,1449.21,1450.38,8226.674
2023-03-11 20:15:00,1450.38,1456.5,1449.75,1454.4,11341.5572
2023-03-11 20:30:00,1454.41,1470.0,1454.4,1467.21,23780.5116
2023-03-11 20:45:00,1467.2,1468.67,1460.6,1466.21,15590.0008
2023-03-11 21:00:00,1466.2,1469.19,1462.0,1462.01,11034.9635
2023-03-11 21:15:00,1462.01,1462.37,1457.51,1459.72,6314.2716
2023-03-11 21:30:00,1459.71,1465.23,1457.61,1464.83,8540.4644
2023-03-11 21:45:00,1464.82,1465.59,1461.6,1465.03,7739.9742
2023-03-11 22:00:00,1465.04,1467.72,1461.18,1465.43,4332.0737
2023-03-11 22:15:00,1465.44,1468.92,1465.24,1465.52,5286.7528
2023-03-11 22:30:00,1465.52,1466.05,1458.36,1459.21,5336.1838
2023-03-11 22:45:00,1459.21,1461.74,1457.38,1459.69,4711.5421
2023-03-11 23:00:00,1459.68,1463.4,1458.71,1459.27,3027.2965
2023-03-11 23:15:00,1459.27,1461.71,1458.38,1460.61,3189.7944
2023-03-11 23:30:00,1460.62,1467.18,1458.76,1464.75,6213.0739
2023-03-11 23:45:00,1464.74,1478.07,1463.98,1471.97,12372.4188
2023-03-12 00:00:00,1471.93,1472.9,1462.8,1464.26,10382.588
2023-03-12 00:15:00,1464.26,1468.17,1462.23,1464.16,8732.5425
2023-03-12 00:30:00,1464.16,1465.31,1460.0,1460.35,7648.2979
2023-03-12 00:45:00,1460.35,1465.33,1460.07,1463.94,3952.3136
2023-03-12 01:00:00,1463.94,1467.88,1462.64,1464.9,6129.3153
2023-03-12 01:15:00,1464.9,1468.54,1464.37,1465.17,8190.6727
2023-03-12 01:30:00,1465.17,1466.83,1460.73,1461.23,11136.9812
2023-03-12 01:45:00,1461.24,1464.65,1461.17,1463.72,5717.694
2023-03-12 02:00:00,1463.71,1464.49,1455.64,1456.76,6793.7466
2023-03-12 02:15:00,1456.76,1459.05,1454.01,1455.76,4530.2437
2023-03-12 02:30:00,1455.76,1460.0,1449.9,1458.89,9106.3344
2023-03-12 02:45:00,1458.88,1466.18,1458.87,1465.63,20679.2807
2023-03-12 03:00:00,1465.64,1475.05,1464.74,1469.62,14237.1723
2023-03-12 03:15:00,1469.62,1472.48,1465.56,1465.59,5697.4178
2023-03-12 03:30:00,1465.57,1470.01,1462.9,1467.98,9179.0795
2023-03-12 03:45:00,1467.97,1468.3,1464.75,1467.0,6915.9834
2023-03-12 04:00:00,1467.0,1467.98,1464.0,1464.47,6311.8665
2023-03-12 04:15:00,1464.47,1466.69,1461.32,1461.64,6331.5695
2023-03-12 04:30:00,1461.65,1466.43,1460.45,1466.31,5285.5215
2023-03-12 04:45:00,1466.31,1467.18,1464.32,1465.42,2759.9867
2023-03-12 05:00:00,1465.42,1469.99,1465.21,1468.24,6447.9706
2023-03-12 05:15:00,1468.24,1471.44,1466.88,1467.24,5956.9023
2023-03-12 05:30:00,1467.24,1469.16,1465.56,1465.57,6541.2893
2023-03-12 05:45:00,1465.56,1466.19,1462.74,1462.98,4595.2344
2023-03-12 06:00:00,1462.99,1464.98,1461.0,1461.92,3797.9295
2023-03-12 06:15:00,1461.92,1463.49,1461.53,1462.52,2746.4537
2023-03-12 06:30:00,1462.51,1462.8,1458.94,1459.64,7714.7641
2023-03-12 06:45:00,1459.65,1461.49,1457.48,1458.43,3584.2679
2023-03-12 07:00:00,1458.43,1460.45,1458.2,1458.83,3076.752
2023-03-12 07:15:00,1458.83,1462.43,1458.82,1460.18,6933.9356
2023-03-12 07:30:00,1460.18,1461.22,1457.58,1457.59,3315.7293
2023-03-12 07:45:00,1457.57,1460.06,1453.64,1459.56,6841.4644
2023-03-12 08:00:00,1459.57,1462.76,1457.97,1461.99,8704.9784
2023-03-12 08:15:00,1461.99,1464.03,1460.96,1462.0,3252.1964
2023-03-12 08:30:00,1462.0,1463.29,1461.54,1462.16,2891.69
2023-03-12 08:45:00,1462.16,1463.41,1460.27,1463.22,2518.2244
2023-03-12 09:00:00,1463.21,1466.23,1461.41,1461.41,3895.6073
2023-03-12 09:15:00,1461.42,1464.53,1460.73,1463.66,4324.709
2023-03-12 09:30:00,1463.66,1464.75,1463.0,1463.0,3871.6767
2023-03-12 09:45:00,1463.01,1463.35,1459.08,1460.39,5368.8215
2023-03-12 10:00:00,1460.38,1462.0,1459.36,1461.64,3520.3085
2023-03-12 10:15:00,1461.63,1464.36,1460.41,1463.43,4355.479
2023-03-12 10:30:00,1463.43,1463.79,1461.84,1463.68,1921.1795
2023-03-12 10:45:00,1463.68,1464.11,1462.82,1463.74,2900.8269
2023-03-12 11:00:00,1463.74,1465.59,1463.0,1464.01,6698.3124
2023-03-12 11:15:00,1464.01,1467.53,1463.38,1466.48,6274.843
2023-03-12 11:30:00,1466.47,1467.32,1464.23,1466.08,7280.7418
2023-03-12 11:45:00,1466.07,1466.29,1463.39,1465.17,3977.0141
2023-03-12 12:00:00,1465.18,1465.18,1448.3,1454.11,14736.338
2023-03-12 12:15:00,1454.1,1457.81,1452.21,1456.97,7890.8198
2023-03-12 12:30:00,1456.98,1458.5,1453.98,1457.17,3983.402
2023-03-12 12:45:00,1457.17,1459.27,1455.13,1458.91,3982.3182
2023-03-12 13:00:00,1458.91,1463.12,1457.09,1462.11,3899.9136
2023-03-12 13:15:00,1462.11,1466.16,1461.25,1462.53,6302.4797
2023-03-12 13:30:00,1462.53,1464.72,1461.77,1463.65,4225.705
2023-03-12 13:45:00,1463.65,1464.99,1456.27,1457.93,15008.9933
2023-03-12 14:00:00,1457.92,1460.93,1453.0,1455.99,19408.5006
2023-03-12 14:15:00,1456.0,1457.47,1452.99,1456.47,9041.9635
2023-03-12 14:30:00,1456.48,1459.89,1456.19,1459.47,5795.3782
2023-03-12 14:45:00,1459.46,1460.33,1451.51,1454.33,9146.5094
2023-03-12 15:00:00,1454.32,1458.47,1450.13,1457.68,12432.6346
2023-03-12 15:15:00,1457.69,1458.07,1453.84,1454.6,4769.77
2023-03-12 15:30:00,1454.61,1456.17,1451.37,1452.65,4956.2705
2023-03-12 15:45:00,1452.66,1456.94,1452.53,1455.88,4501.5213
2023-03-12 16:00:00,1455.88,1459.17,1453.74,1458.04,4034.4905
2023-03-12 16:15:00,1458.04,1461.15,1455.45,1460.17,6520.6825
2023-03-12 16:30:00,1460.18,1460.71,1457.79,1459.07,5078.5275
2023-03-12 16:45:00,1459.07,1465.0,1459.01,1462.43,5113.0237
2023-03-12 17:00:00,1462.43,1464.51,1461.62,1464.32,2996.2054
2023-03-12 17:15:00,1464.32,1521.98,1462.73,1507.71,57859.5303
2023-03-12 17:30:00,1507.71,1513.0,1501.02,1507.41,25934.2328
2023-03-12 17:45:00,1507.4,1520.96,1507.1,1514.98,27704.4044
2023-03-12 18:00:00,1514.98,1519.89,1512.0,1515.15,14069.2565
2023-03-12 18:15:00,1515.15,1539.28,1512.98,1527.93,35058.7609
2023-03-12 18:30:00,1527.93,1548.8,1523.53,1537.18,38198.1473
2023-03-12 18:45:00,1537.19,1540.38,1530.0,1532.1,15880.0804
2023-03-12 19:00:00,1532.1,1539.5,1532.09,1536.17,10215.546
2023-03-12 19:15:00,1536.16,1536.96,1516.16,1518.51,34325.794
2023-03-12 19:30:00,1518.51,1520.98,1511.3,1517.94,26781.3043
2023-03-12 19:45:00,1517.93,1521.04,1510.16,1512.57,11813.3612
2023-03-12 20:00:00,1512.58,1522.03,1510.72,1520.87,9662.5747
2023-03-12 20:15:00,1520.87,1529.71,1519.13,1527.7,9281.4593
2023-03-12 20:30:00,1527.69,1543.47,1527.47,1536.44,20793.4386
2023-03-12 20:45:00,1536.44,1546.99,1530.09,1541.09,10640.1149
2023-03-12 21:00:00,1541.1,1542.35,1534.12,1537.79,6639.2318
2023-03-12 21:15:00,1537.78,1539.2,1532.19,1535.72,3531.5346
2023-03-12 21:30:00,1535.73,1542.24,1532.62,1534.03,4249.8955
2023-03-12 21:45:00,1534.08,1541.15,1533.99,1541.12,4827.6456
2023-03-12 22:00:00,1541.11,1541.63,1527.33,1534.33,12099.3867
2023-03-12 22:15:00,1534.33,1594.19,1533.76,1578.99,77704.4021
2023-03-12 22:30:00,1578.98,1583.82,1568.88,1572.19,18058.2214
2023-03-12 22:45:00,1572.18,1573.93,1561.14,1564.31,11764.5649
2023-03-12 23:00:00,1564.31,1571.42,1561.01,1569.78,11201.1767
2023-03-12 23:15:00,1569.78,1576.97,1566.48,1573.16,17510.6355
2023-03-12 23:30:00,1573.16,1578.02,1570.0,1573.05,19474.6221
2023-03-12 23:45:00,1573.04,1583.16,1570.0,1580.33,20222.4133
2023-03-13 00:00:00,1580.33,1585.0,1573.07,1574.67,15910.4492
2023-03-13 00:15:00,1574.67,1594.96,1573.63,1585.97,20515.3486
2023-03-13 00:30:00,1585.97,1622.6,1583.0,1614.01,44126.132
2023-03-13 00:45:00,1614.01,1619.72,1604.69,1611.88,33092.7316
2023-03-13 01:00:00,1611.89,1614.19,1600.46,1600.9,16298.5027
2023-03-13 01:15:00,1600.9,1607.52,1600.52,1604.62,9061.2917
2023-03-13 01:30:00,1604.61,1609.32,1598.63,1603.09,9046.9361
2023-03-13 01:45:00,1603.09,1605.94,1597.49,1599.23,8013.2542
2023-03-13 02:00:00,1599.22,1601.89,1599.22,1600.88,12561.9592
2023-03-13 02:15:00,1600.89,1601.0,1588.57,1590.37,27765.8667
2023-03-13 02:30:00,1590.38,1597.12,1588.06,1588.44,10703.4064
2023-03-13 02:45:00,1588.43,1591.88,1583.64,1589.3,15739.092
2023-03-13 03:00:00,1589.29,1591.25,1586.36,1587.29,8132.8842
2023-03-13 03:15:00,1587.29,1590.0,1584.45,1589.97,6908.8907
2023-03-13 03:30:00,1589.97,1595.56,1586.54,1587.87,7289.0503
2023-03-13 03:45:00,1587.88,1589.84,1585.3,1588.43,5982.6961
2023-03-13 04:00:00,1588.42,1598.38,1587.84,1597.51,12516.5325
2023-03-13 04:15:00,1597.51,1602.29,1595.0,1595.62,18049.0928
2023-03-13 04:30:00,1595.61,1598.15,1592.96,1596.73,8251.612
2023-03-13 04:45:00,1596.72,1597.99,1591.58,1594.93,8843.6885
2023-03-13 05:00:00,1594.94,1598.46,1593.56,1595.79,4344.0742
2023-03-13 05:15:00,1595.78,1598.37,1594.35,1595.45,3572.933
2023-03-13 05:30:00,1595.44,1598.65,1593.3,1597.88,4519.1963
2023-03-13 05:45:00,1597.89,1600.63,1597.17,1599.48,4710.8796
2023-03-13 06:00:00,1599.48,1606.0,1594.42,1595.49,7167.7101
2023-03-13 06:15:00,1595.49,1599.04,1593.92,1596.81,7021.8331
2023-03-13 06:30:00,1596.82,1599.32,1594.44,1598.94,4828.9927
2023-03-13 06:45:00,1598.95,1602.82,1598.24,1601.91,5515.3687
2023-03-13 07:00:00,1601.91,1602.62,1598.92,1601.1,5443.5687
2023-03-13 07:15:00,1601.1,1615.64,1601.09,1608.1,17394.0684
2023-03-13 07:30:00,1608.09,1611.98,1605.37,1611.21,8308.1622
2023-03-13 07:45:00,1611.22,1611.75,1600.0,1606.84,9980.424
2023-03-13 08:00:00,1606.84,1608.33,1598.75,1601.05,10598.1748
2023-03-13 08:15:00,1601.05,1602.76,1598.03,1599.49,6081.9952
2023-03-13 08:30:00,1599.5,1601.03,1593.03,1593.36,14568.0299
2023-03-13 08:45:00,1593.35,1595.49,1586.11,1586.85,18889.7039
2023-03-13 09:00:00,1586.85,1593.68,1583.69,1590.9,12191.3515
2023-03-13 09:15:00,1590.9,1592.96,1578.21,1579.68,13397.7401
2023-03-13 09:30:00,1579.67,1584.29,1565.0,1569.12,29857.5929
2023-03-13 09:45:00,1569.12,1575.61,1568.95,1570.76,10004.4946
2023-03-13 10:00:00,1570.75,1578.0,1569.87,1573.58,8199.9491
2023-03-13 10:15:00,1573.59,1581.05,1569.28,1579.0,9580.4893
2023-03-13 10:30:00,1578.99,1584.05,1577.21,1579.88,6473.9827
2023-03-13 10:45:00,1579.88,1586.55,1575.83,1583.55,11373.1208
2023-03-13 11:00:00,1583.56,1586.55,1579.97,1580.33,6803.2882
2023-03-13 11:15:00,1580.33,1582.0,1574.67,1579.0,7992.4032
2023-03-13 11:30:00,1578.99,1580.34,1574.72,1576.07,3914.076
2023-03-13 11:45:00,1576.06,1584.31,1575.32,1581.07,6427.4574
2023-03-13 12:00:00,1581.07,1584.0,1573.67,1579.85,6798.0922
2023-03-13 12:15:00,1579.85,1582.9,1574.67,1580.61,8181.3123
2023-03-13 12:30:00,1580.6,1583.55,1576.0,1576.7,5640.2191
2023-03-13 12:45:00,1576.7,1583.15,1572.54,1582.31,8304.0113
2023-03-13 13:00:00,1582.32,1599.4,1581.97,1590.69,27287.3406
2023-03-13 13:15:00,1590.68,1606.64,1590.54,1593.38,22844.455
2023-03-13 13:30:00,1593.39,1597.93,1579.56,1585.7,27024.9458
2023-03-13 13:45:00,1585.69,1605.52,1583.99,1598.37,24321.1801
2023-03-13 14:00:00,1598.38,1627.03,1593.23,1617.01,40417.9384
2023-03-13 14:15:00,1617.01,1642.74,1614.62,1636.53,45721.3284
2023-03-13 14:30:00,1636.53,1639.0,1626.42,1638.2,22519.0315
2023-03-13 14:45:00,1638.19,1649.0,1633.34,1643.34,26465.0952
2023-03-13 15:00:00,1643.34,1692.35,1643.12,1674.08,73311.1467
2023-03-13 15:15:00,1674.07,1693.49,1674.07,1690.0,29978.5383
2023-03-13 15:30:00,1690.0,1693.18,1660.35,1670.54,38468.8916
2023-03-13 15:45:00,1670.55,1670.67,1660.86,1664.68,21891.0507
2023-03-13 16:00:00,1664.69,1675.0,1663.68,1670.37,16527.9285
2023-03-13 16:15:00,1670.36,1681.28,1662.24,1663.49,14276.2347
2023-03-13 16:30:00,1663.5,1666.21,1646.86,1664.93,23046.1434
2023-03-13 16:45:00,1664.93,1666.6,1657.81,1663.49,12337.9742
2023-03-13 17:00:00,1663.49,1664.25,1651.12,1657.26,7787.3341
2023-03-13 17:15:00,1657.26,1662.91,1654.68,1662.91,8082.1701
2023-03-13 17:30:00,1662.9,1672.41,1662.71,1672.15,10778.8167
2023-03-13 17:45:00,1672.14,1673.33,1665.37,1669.36,8692.1221
2023-03-13 18:00:00,1669.36,1674.16,1660.74,1670.13,11226.8664
